epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,2582.37,0.77004,0.51548,0.87001,0.89147,0.6971,0.75787,0.54798,0.8861,0.66337,0.90715,0.000609657,0.000609657,0.000609657
140,2600.16,0.7585,0.50525,0.8729,0.86499,0.71428,0.7636,0.54843,0.89502,0.66878,0.91182,0.000606829,0.000606829,0.000606829
141,2618.16,0.78239,0.51569,0.87823,0.87267,0.7036,0.75934,0.55736,0.8741,0.66337,0.90271,0.000604,0.000604,0.000604
142,2636.4,0.75644,0.50121,0.86805,0.88771,0.70751,0.76369,0.54996,0.88739,0.67092,0.91167,0.000601171,0.000601171,0.000601171
143,2654.57,0.79076,0.51322,0.87587,0.86627,0.70692,0.76584,0.55401,0.89591,0.66743,0.91658,0.000598343,0.000598343,0.000598343
144,2672.84,0.76868,0.51373,0.87365,0.89257,0.70019,0.76064,0.55319,0.88582,0.65921,0.90729,0.000595514,0.000595514,0.000595514
145,2691.1,0.76243,0.50632,0.87172,0.91747,0.7007,0.77105,0.55655,0.88292,0.65956,0.91442,0.000592686,0.000592686,0.000592686
146,2709.27,0.76312,0.50351,0.87295,0.87926,0.69345,0.75846,0.55589,0.88609,0.6736,0.91154,0.000589857,0.000589857,0.000589857
147,2728,0.7645,0.50864,0.87101,0.93163,0.69138,0.76107,0.54988,0.88314,0.6485,0.9111,0.000587029,0.000587029,0.000587029
148,2746.28,0.76219,0.50271,0.8701,0.91537,0.70791,0.76282,0.55898,0.87372,0.64563,0.91057,0.0005842,0.0005842,0.0005842
149,2764.6,0.75501,0.49144,0.86364,0.91841,0.69541,0.76538,0.55542,0.87991,0.6484,0.91563,0.000581371,0.000581371,0.000581371
150,2783.6,0.75853,0.50368,0.87374,0.89821,0.70144,0.76241,0.55157,0.90007,0.65303,0.91694,0.000578543,0.000578543,0.000578543
151,2801.95,0.75523,0.49693,0.87016,0.89132,0.68946,0.75858,0.55479,0.9023,0.6731,0.92138,0.000575714,0.000575714,0.000575714
152,2820.14,0.76069,0.5044,0.86562,0.88354,0.69428,0.76174,0.55507,0.88255,0.68,0.91918,0.000572886,0.000572886,0.000572886
153,2838.69,0.75318,0.49698,0.86956,0.85701,0.70267,0.75812,0.55209,0.88125,0.68908,0.91008,0.000570057,0.000570057,0.000570057
154,2856.58,0.74485,0.49213,0.86489,0.88057,0.70221,0.76023,0.5444,0.88679,0.70263,0.90958,0.000567229,0.000567229,0.000567229
155,2874.42,0.73279,0.4869,0.86268,0.88294,0.70223,0.76166,0.55798,0.88095,0.6818,0.91521,0.0005644,0.0005644,0.0005644
156,2892.43,0.74466,0.48977,0.88033,0.90936,0.68409,0.76027,0.55109,0.88142,0.67748,0.91428,0.000561571,0.000561571,0.000561571
157,2910.41,0.75812,0.50447,0.87785,0.8613,0.69556,0.76189,0.55228,0.87735,0.69172,0.90742,0.000558743,0.000558743,0.000558743
158,2928.42,0.75327,0.49584,0.86627,0.87741,0.6974,0.76043,0.54773,0.89173,0.69958,0.91483,0.000555914,0.000555914,0.000555914
159,2946.29,0.76023,0.49113,0.87311,0.8762,0.68205,0.76593,0.55249,0.88389,0.67523,0.91675,0.000553086,0.000553086,0.000553086
160,2965.08,0.73806,0.47781,0.86525,0.89437,0.70287,0.76322,0.55465,0.8798,0.67111,0.90891,0.000550257,0.000550257,0.000550257
161,2983.5,0.7312,0.48402,0.86185,0.924,0.6824,0.76251,0.55297,0.87921,0.67689,0.90314,0.000547429,0.000547429,0.000547429
162,3002.1,0.75182,0.48557,0.86584,0.90742,0.6933,0.76652,0.55281,0.89246,0.664,0.91258,0.0005446,0.0005446,0.0005446
163,3020.74,0.74609,0.49279,0.86582,0.88585,0.70837,0.76701,0.55831,0.88138,0.64499,0.91233,0.000541771,0.000541771,0.000541771
164,3039.36,0.729,0.47335,0.86618,0.88821,0.69606,0.76553,0.56081,0.86764,0.64634,0.91141,0.000538943,0.000538943,0.000538943
165,3059.35,0.7297,0.47902,0.86211,0.89675,0.70153,0.77694,0.55606,0.88329,0.65703,0.9082,0.000536114,0.000536114,0.000536114
166,3078.08,0.73811,0.47788,0.86537,0.90611,0.69281,0.76771,0.5579,0.88028,0.67204,0.9139,0.000533286,0.000533286,0.000533286
167,3096.27,0.73197,0.47481,0.86551,0.88998,0.6967,0.76571,0.55763,0.86854,0.6969,0.90162,0.000530457,0.000530457,0.000530457
168,3115.11,0.74523,0.48552,0.86529,0.90205,0.70232,0.76773,0.55843,0.8696,0.66464,0.90474,0.000527629,0.000527629,0.000527629
169,3133.17,0.71997,0.48828,0.8629,0.8943,0.71226,0.76709,0.5538,0.87236,0.65092,0.90764,0.0005248,0.0005248,0.0005248
170,3151.74,0.72869,0.47182,0.86484,0.89913,0.71661,0.7667,0.56,0.87564,0.64152,0.9046,0.000521971,0.000521971,0.000521971
171,3170.13,0.7289,0.47719,0.87013,0.90024,0.69498,0.76339,0.55422,0.8793,0.67014,0.90976,0.000519143,0.000519143,0.000519143
172,3188.49,0.7163,0.47216,0.86426,0.91241,0.69127,0.76762,0.56009,0.87665,0.6691,0.91129,0.000516314,0.000516314,0.000516314
173,3206.87,0.73776,0.47868,0.86635,0.89442,0.69505,0.75961,0.55767,0.88932,0.6506,0.92409,0.000513486,0.000513486,0.000513486
174,3225.27,0.72669,0.47484,0.85939,0.89348,0.7103,0.75787,0.54698,0.89294,0.67436,0.91978,0.000510657,0.000510657,0.000510657
175,3242.78,0.7177,0.47488,0.86675,0.91747,0.6988,0.76191,0.55107,0.8801,0.65385,0.91165,0.000507829,0.000507829,0.000507829
176,3260.52,0.73254,0.47708,0.86697,0.92351,0.67892,0.76175,0.55954,0.88002,0.65812,0.9109,0.000505,0.000505,0.000505
177,3278.09,0.72663,0.47298,0.86155,0.92407,0.69203,0.76771,0.56167,0.8864,0.66549,0.90715,0.000502171,0.000502171,0.000502171
178,3295.88,0.71839,0.46413,0.85909,0.90492,0.70022,0.75716,0.55523,0.8739,0.67297,0.90711,0.000499343,0.000499343,0.000499343
179,3313.48,0.70877,0.46873,0.85975,0.89612,0.67998,0.74499,0.54788,0.87905,0.68194,0.90504,0.000496514,0.000496514,0.000496514
180,3330.96,0.71262,0.46509,0.85201,0.87851,0.70704,0.75851,0.56232,0.85605,0.64832,0.89306,0.000493686,0.000493686,0.000493686
181,3348.98,0.7262,0.47614,0.86088,0.90283,0.69357,0.76451,0.55744,0.85505,0.65232,0.89152,0.000490857,0.000490857,0.000490857
